Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Churn Target
0.0,38,0.0,0,838.0,95827,38.549185,-121.328386,0,60,0.0,1.0,16.81,0.0,1.0,2.0,21.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,99.65,5941.05,0.0,0,1008.6,6949.65,0
0.0,80,0.0,0,274.0,93621,36.789213,-119.140338,0,14,0.0,1.0,29.96,2.0,1.0,2.0,7.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,104.85,1531.4,0.0,0,419.44,1950.84,1
0.0,61,0.0,0,1065.0,96137,40.271535,-121.018087,0,57,0.0,1.0,6.45,0.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,74.3,4166.35,0.0,0,367.65,4534.0,0
1.0,64,0.0,0,990.0,92274,33.53604,-116.119222,0,13,0.0,1.0,40.99,0.0,1.0,1.0,21.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,73.35,931.55,49.02,0,532.87,1415.4,0
1.0,39,1.0,0,676.0,95960,39.423046,-120.984472,4,14,4.0,1.0,21.34,0.0,1.0,1.0,24.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,48.8,664.4,0.0,0,298.76,963.16,0
0.0,69,0.0,0,250.0,93215,35.772244,-119.209689,0,2,0.0,1.0,47.47,2.0,1.0,2.0,19.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,89.5,161.5,0.0,0,94.94,256.44,1
1.0,40,1.0,0,482.0,91011,34.234912,-118.153729,3,69,1.0,1.0,30.86,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,19.9,1363.45,0.0,0,2129.34,3492.79,0
0.0,27,0.0,3,552.0,90021,34.029043,-118.239504,0,28,0.0,1.0,26.09,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,20.25,535.35,0.0,0,730.52,1265.87,0
0.0,63,0.0,0,38.0,93202,36.315979,-119.710852,0,4,5.0,1.0,43.32,2.0,1.0,2.0,20.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,85.65,321.65,0.0,10,173.28,504.93,1
1.0,27,1.0,1,360.0,95634,38.9386,-120.785514,7,47,2.0,0.0,0.0,1.0,1.0,1.0,47.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,40.3,1794.8,0.0,0,0.0,1794.8,0
0.0,21,0.0,0,920.0,92676,33.782346,-117.635263,0,30,3.0,1.0,11.73,2.0,1.0,2.0,82.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,100.2,2983.8,0.0,0,351.9,3335.7,1
1.0,77,0.0,0,570.0,93637,36.902954,-120.194274,0,57,0.0,1.0,2.21,2.0,1.0,2.0,11.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,93.75,5625.55,0.0,0,125.97,5751.52,0
1.0,19,0.0,0,25.0,95222,38.071327,-120.632221,0,2,5.0,1.0,5.33,0.0,1.0,0.0,52.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,55.1,113.35,0.0,0,10.66,124.01,1
1.0,61,1.0,0,59.0,95914,39.396585,-121.38029,10,24,3.0,1.0,32.86,0.0,1.0,0.0,30.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,74.4,1712.9,0.0,0,788.64,2501.54,0
1.0,20,0.0,0,546.0,90804,33.783047,-118.1486,0,1,5.0,1.0,7.15,0.0,1.0,2.0,48.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,90.55,90.55,0.0,0,7.15,97.7,1
1.0,80,0.0,0,58.0,95303,37.4695,-120.672724,0,8,0.0,1.0,14.89,0.0,1.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,69.7,560.85,0.0,0,119.12,679.97,1
0.0,24,0.0,2,708.0,95556,41.269521,-123.546958,0,8,5.0,1.0,15.66,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,20.05,163.6,0.0,0,125.28,288.88,0
1.0,79,0.0,0,239.0,94015,37.680844,-122.48131,0,45,0.0,1.0,10.67,0.0,1.0,1.0,17.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,62.7,2791.5,0.0,0,480.15,3271.65,1
0.0,28,0.0,0,23.0,92806,33.83796,-117.870494,0,1,0.0,1.0,4.13,0.0,1.0,2.0,51.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,75.3,75.3,0.0,0,4.13,79.43,1
0.0,47,0.0,0,180.0,95925,39.461768,-121.195825,0,2,5.0,1.0,42.55,0.0,1.0,1.0,30.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,55.05,102.75,0.0,0,85.1,187.85,1
1.0,76,0.0,0,984.0,92592,33.507255,-117.029473,0,52,0.0,0.0,0.0,1.0,1.0,1.0,18.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,49.15,2550.9,0.0,30,0.0,2580.9,1
1.0,48,0.0,0,315.0,92028,33.362575,-117.299644,0,3,0.0,1.0,35.64,0.0,1.0,0.0,6.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,69.35,191.35,0.0,0,106.92,298.27,1
1.0,40,0.0,0,951.0,95374,37.316807,-120.855753,0,41,0.0,1.0,6.6,2.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,55.7,2237.55,0.0,0,270.6,2508.15,0
1.0,76,1.0,0,546.0,90804,33.783047,-118.1486,7,51,2.0,1.0,2.21,2.0,1.0,2.0,10.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,93.65,4839.15,0.0,0,112.71,4951.86,0
0.0,22,1.0,0,558.0,93249,35.637715,-119.893068,9,70,0.0,0.0,0.0,1.0,1.0,0.0,85.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,57.8,4039.3,1.01,0,0.0,4038.29,0
1.0,26,0.0,0,852.0,92126,32.886925,-117.152162,0,18,0.0,1.0,28.59,2.0,1.0,2.0,26.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,90.7,1597.25,0.0,0,514.62,2111.87,1
0.0,34,1.0,0,480.0,95550,40.7666,-123.80458,0,4,5.0,1.0,12.43,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,20.35,76.35,0.0,0,49.72,126.07,1
0.0,64,0.0,0,855.0,94114,37.758085,-122.434801,0,48,0.0,1.0,41.26,0.0,1.0,2.0,23.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,75.15,3772.65,0.0,0,1980.48,5753.13,0
1.0,79,1.0,0,1067.0,92282,33.972293,-116.654195,4,52,0.0,1.0,29.15,2.0,1.0,2.0,9.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,105.1,5376.4,0.0,0,1515.8,6892.2,0
0.0,80,0.0,0,305.0,92027,33.141265,-116.967221,0,1,0.0,1.0,28.64,0.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,71.0,71.0,0.0,0,28.64,99.64,1
0.0,26,0.0,2,792.0,92065,33.044541,-116.833922,0,48,2.0,0.0,0.0,1.0,1.0,1.0,48.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,45.55,2108.35,0.0,0,0.0,2108.35,0
0.0,44,0.0,0,347.0,95231,37.873283,-121.292034,0,16,4.0,1.0,17.8,2.0,1.0,2.0,5.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,88.45,1422.1,0.0,140,284.8,1846.9,1
1.0,44,0.0,0,329.0,92337,34.049671,-117.468896,0,1,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,24.45,24.45,0.0,0,0.0,24.45,1
0.0,35,0.0,0,970.0,90743,33.728273,-118.085304,0,30,0.0,1.0,9.27,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,19.4,578.5,0.0,0,278.1,856.6,0
0.0,68,0.0,0,352.0,95439,38.493888,-122.777141,0,1,0.0,0.0,0.0,1.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,25.7,25.7,0.0,0,0.0,25.7,1
1.0,28,0.0,0,610.0,94941,37.901371,-122.572024,0,3,5.0,1.0,32.76,0.0,1.0,2.0,73.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,98.7,293.65,0.0,0,98.28,391.93,1
0.0,21,1.0,2,458.0,93528,35.363339,-117.637641,1,2,0.0,1.0,27.27,0.0,1.0,1.0,51.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,65.7,134.35,0.0,0,54.54,188.89,1
0.0,47,0.0,0,160.0,95608,38.626128,-121.328011,0,18,0.0,1.0,12.67,2.0,1.0,2.0,23.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,88.35,1639.3,0.0,0,228.06,1867.36,1
1.0,69,0.0,0,602.0,95348,37.40122,-120.514191,0,4,5.0,1.0,6.18,0.0,1.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,70.65,293.85,0.0,0,24.72,318.57,0
0.0,79,0.0,0,852.0,92109,32.787836,-117.232376,0,5,0.0,0.0,0.0,1.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,45.7,198.0,0.0,0,0.0,198.0,1
0.0,45,1.0,3,241.0,94526,37.815459,-121.977203,7,32,0.0,1.0,26.66,0.0,1.0,2.0,57.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,86.1,2723.75,0.0,130,853.12,3706.87,0
0.0,48,0.0,0,997.0,90290,34.115192,-118.61017,0,1,0.0,1.0,43.52,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,20.2,20.2,0.0,0,43.52,63.72,1
1.0,61,1.0,0,795.0,91737,34.245289,-117.642503,1,53,0.0,0.0,0.0,1.0,1.0,1.0,13.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,60.45,3184.25,0.0,0,0.0,3184.25,1
0.0,41,0.0,0,771.0,94566,37.633361,-121.862395,0,36,3.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,34.85,1267.2,0.0,0,0.0,1267.2,0
1.0,57,1.0,0,158.0,93921,36.554618,-121.922239,1,1,5.0,1.0,18.84,0.0,1.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,71.0,71.0,0.0,0,18.84,89.84,1
0.0,51,0.0,0,891.0,95405,38.439696,-122.668817,0,48,0.0,1.0,33.91,0.0,1.0,1.0,13.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,60.35,2896.4,0.0,0,1627.68,4524.08,1
1.0,63,0.0,0,178.0,95307,37.553469,-120.952825,0,1,0.0,1.0,14.42,0.0,1.0,2.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,70.35,70.35,0.0,10,14.42,94.77,0
0.0,74,1.0,0,762.0,94565,38.006047,-121.916834,8,70,1.0,1.0,46.2,2.0,1.0,2.0,14.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,113.0,7987.6,0.0,0,3234.0,11221.6,0
1.0,80,0.0,0,208.0,95310,38.085839,-120.37855,0,21,0.0,1.0,34.62,0.0,1.0,1.0,14.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,60.05,1236.15,0.0,0,727.02,1963.17,1
1.0,21,1.0,0,927.0,92075,33.001813,-117.263628,5,67,1.0,1.0,2.12,0.0,1.0,0.0,58.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,67.85,4627.65,0.0,0,142.04,4769.69,0
0.0,41,0.0,0,852.0,92121,32.898613,-117.202937,0,1,5.0,1.0,22.11,0.0,1.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.5,45.8,0.0,10,22.11,77.91,1
1.0,32,1.0,3,881.0,92701,33.748478,-117.858918,10,9,5.0,1.0,44.37,0.0,1.0,2.0,57.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,103.1,970.45,18.62,0,399.33,1351.16,0
0.0,74,1.0,0,722.0,93591,34.598221,-117.79593,1,68,0.0,1.0,21.33,2.0,1.0,0.0,24.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,100.2,6851.65,0.0,0,1450.44,8302.09,1
0.0,69,0.0,0,328.0,95630,38.672638,-121.147403,0,1,0.0,1.0,20.06,0.0,1.0,2.0,24.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,70.5,79.2,0.0,0,20.06,99.26,1
0.0,46,0.0,0,107.0,95417,39.710591,-123.682799,0,11,4.0,1.0,22.36,2.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,90.15,987.95,0.0,0,245.96,1233.91,1
1.0,19,1.0,0,619.0,92691,33.611945,-117.665867,3,71,0.0,1.0,2.43,0.0,1.0,0.0,58.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,70.85,4973.4,0.0,0,172.53,5145.93,0
1.0,20,0.0,0,596.0,95722,39.003358,-121.022539,0,12,0.0,1.0,28.16,2.0,1.0,2.0,42.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,99.95,1132.75,0.0,120,337.92,1590.67,1
1.0,71,1.0,0,992.0,91360,34.214054,-118.88109,1,32,0.0,1.0,2.08,0.0,1.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,80.3,2483.05,0.0,0,66.56,2549.61,1
1.0,32,0.0,0,344.0,93225,34.827662,-118.999073,0,10,4.0,1.0,45.69,0.0,1.0,2.0,11.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,95.1,865.1,43.25,0,456.9,1278.75,0
1.0,30,0.0,0,385.0,95635,38.921333,-120.897718,0,5,0.0,0.0,0.0,1.0,1.0,0.0,59.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,43.25,219.0,0.0,0,0.0,219.0,1
0.0,48,0.0,0,946.0,93675,36.719141,-119.202677,0,1,5.0,1.0,22.97,0.0,1.0,2.0,23.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,85.45,85.45,0.0,0,22.97,108.42,1
1.0,37,1.0,3,344.0,93222,34.907911,-119.234281,7,35,0.0,1.0,11.75,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,20.1,655.3,38.61,0,411.25,1027.94,0
1.0,24,1.0,0,332.0,92339,34.067699,-116.903891,5,55,0.0,1.0,36.17,0.0,1.0,1.0,69.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,59.45,3157.0,0.0,40,1989.35,5186.35,0
0.0,55,1.0,0,999.0,90502,33.833181,-118.292062,1,3,0.0,1.0,16.29,2.0,1.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,74.1,228.0,0.0,0,48.87,276.87,1
0.0,25,1.0,0,978.0,96142,39.061227,-120.179546,4,42,0.0,1.0,9.84,2.0,1.0,1.0,52.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,84.35,3571.6,0.0,0,413.28,3984.88,0
1.0,21,0.0,0,511.0,93535,34.712708,-117.889656,0,1,0.0,1.0,29.33,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,19.75,19.75,0.0,0,29.33,49.08,1
0.0,62,1.0,3,838.0,95834,38.646209,-121.52446,5,6,0.0,1.0,44.13,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,19.7,94.45,0.0,0,264.78,359.23,0
0.0,23,0.0,0,552.0,90011,34.00709,-118.258681,0,6,5.0,0.0,0.0,1.0,1.0,1.0,71.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,47.95,305.1,0.0,0,0.0,305.1,1
0.0,21,1.0,0,984.0,92592,33.507255,-117.029473,2,72,1.0,1.0,11.85,2.0,1.0,2.0,82.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,109.15,7789.6,0.0,0,853.2,8642.8,0
0.0,32,0.0,0,876.0,94903,38.018065,-122.546024,0,7,0.0,1.0,6.83,0.0,1.0,1.0,17.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,59.1,369.25,0.0,0,47.81,417.06,0
1.0,53,1.0,0,4.0,91301,34.129058,-118.759788,0,65,0.0,1.0,41.88,2.0,1.0,2.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,108.65,6937.95,0.0,0,2722.2,9660.15,1
0.0,79,1.0,0,1031.0,91411,34.17847,-118.459472,1,34,3.0,1.0,25.84,2.0,1.0,2.0,15.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,79.6,2718.3,0.0,0,878.56,3596.86,1
0.0,50,1.0,0,82.0,96011,41.096569,-121.879082,1,63,0.0,1.0,1.93,2.0,1.0,2.0,21.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,107.5,6873.75,0.0,60,121.59,7055.34,1
0.0,68,0.0,0,449.0,92606,33.703976,-117.824172,0,2,0.0,1.0,21.57,2.0,1.0,2.0,28.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,88.55,179.25,0.0,0,43.14,222.39,1
0.0,43,0.0,0,207.0,92324,34.030915,-117.273201,0,33,0.0,1.0,49.45,0.0,1.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,70.4,2406.1,0.0,60,1631.85,4097.95,0
0.0,32,0.0,3,435.0,90255,33.97803,-118.217141,0,1,0.0,1.0,13.13,0.0,1.0,2.0,57.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,79.35,79.35,0.0,0,13.13,92.48,1
0.0,54,0.0,0,861.0,95122,37.32886,-121.834567,0,10,4.0,1.0,37.45,0.0,1.0,1.0,5.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,64.9,685.55,0.0,0,374.5,1060.05,0
1.0,56,0.0,0,838.0,95828,38.486938,-121.395805,0,2,5.0,1.0,6.47,0.0,1.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,45.15,98.5,0.0,0,12.94,111.44,1
0.0,58,1.0,0,552.0,90048,34.072945,-118.37267,7,63,0.0,1.0,6.33,0.0,1.0,0.0,30.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,75.55,4707.85,0.0,0,398.79,5106.64,0
0.0,41,1.0,1,1096.0,95494,38.888351,-123.239647,4,26,0.0,1.0,24.44,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,20.25,493.95,0.0,0,635.44,1129.39,0
0.0,54,1.0,1,521.0,95585,39.873371,-123.741474,4,67,0.0,1.0,17.43,2.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,24.9,1680.25,0.0,0,1167.81,2848.06,0
0.0,32,1.0,2,26.0,92305,34.1678,-116.86433,1,11,0.0,0.0,0.0,1.0,1.0,1.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,29.6,346.45,27.24,0,0.0,319.21,0
0.0,60,0.0,0,838.0,95831,38.494832,-121.529447,0,13,0.0,1.0,21.88,2.0,1.0,2.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,84.45,1058.6,0.0,0,284.44,1343.04,1
1.0,28,0.0,0,257.0,95619,38.683605,-120.811852,0,4,5.0,1.0,42.06,2.0,1.0,2.0,58.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,78.45,330.05,0.0,0,168.24,498.29,1
1.0,40,1.0,0,854.0,91340,34.286131,-118.435969,1,1,5.0,0.0,0.0,1.0,1.0,1.0,20.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,50.35,50.35,0.0,0,0.0,50.35,1
1.0,25,0.0,0,270.0,94568,37.713926,-121.928425,0,1,0.0,1.0,36.07,0.0,1.0,2.0,41.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,84.85,84.85,0.0,0,36.07,120.92,1
1.0,58,0.0,0,136.0,96014,41.388397,-122.794636,0,1,5.0,1.0,44.75,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,45.85,45.85,0.0,0,44.75,90.6,1
0.0,33,1.0,3,124.0,95920,39.449794,-121.936372,1,35,0.0,1.0,26.09,0.0,1.0,2.0,56.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,106.9,3756.45,34.47,150,913.15,4785.13,0
1.0,45,1.0,0,1085.0,95493,39.222323,-122.985488,3,20,4.0,1.0,33.78,0.0,1.0,1.0,18.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,64.15,1274.45,0.0,100,675.6,2050.05,0
0.0,33,1.0,1,546.0,90808,33.823943,-118.111335,7,14,0.0,1.0,40.22,0.0,1.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,80.9,1152.8,0.0,0,563.08,1715.88,0
0.0,49,1.0,0,315.0,92028,33.362575,-117.299644,1,14,0.0,1.0,29.18,2.0,1.0,2.0,19.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,87.25,1258.6,0.0,0,408.52,1667.12,1
1.0,41,0.0,0,622.0,95245,38.304194,-120.592431,0,25,3.0,1.0,7.17,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,19.9,510.8,0.0,0,179.25,690.05,0
1.0,51,1.0,0,226.0,95428,39.83307,-123.178765,1,18,0.0,1.0,11.3,2.0,1.0,2.0,16.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,99.4,1742.95,0.0,0,203.4,1946.35,1
0.0,21,0.0,0,1102.0,95595,40.170357,-123.417298,0,15,0.0,1.0,20.03,0.0,1.0,2.0,59.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,86.2,1270.2,0.0,100,300.45,1670.65,1
0.0,51,0.0,0,74.0,94705,37.858898,-122.240512,0,22,0.0,0.0,0.0,1.0,1.0,0.0,22.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,50.35,1098.85,0.0,0,0.0,1098.85,0
0.0,70,1.0,0,100.0,92003,33.290907,-117.202895,1,18,0.0,0.0,0.0,1.0,1.0,1.0,12.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,48.35,810.7,0.0,0,0.0,810.7,1
0.0,55,1.0,0,24.0,96007,40.448632,-122.306657,1,5,5.0,1.0,17.08,0.0,1.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,69.95,330.15,0.0,0,85.4,415.55,1
1.0,60,0.0,0,852.0,92109,32.787836,-117.232376,0,11,4.0,1.0,15.03,2.0,1.0,1.0,13.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,53.75,608.0,0.0,0,165.33,773.33,1
0.0,58,0.0,0,215.0,93212,36.04533,-119.532424,0,48,0.0,1.0,13.03,0.0,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,55.5,2627.35,0.0,0,625.44,3252.79,0
0.0,47,1.0,0,409.0,95448,38.618347,-122.908422,1,28,0.0,1.0,37.66,0.0,1.0,2.0,20.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,92.35,2602.9,0.0,0,1054.48,3657.38,1
1.0,61,0.0,0,852.0,92139,32.677716,-117.047666,0,1,0.0,1.0,44.22,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,19.1,19.1,0.0,0,44.22,63.32,0
1.0,44,0.0,0,437.0,96046,40.648024,-123.465088,0,7,5.0,1.0,47.19,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,20.75,141.1,0.0,0,330.33,471.43,0
1.0,32,0.0,4,546.0,90804,33.783047,-118.1486,0,7,5.0,1.0,20.52,2.0,1.0,0.0,28.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,95.0,655.5,36.6,10,143.64,772.54,1
1.0,53,0.0,1,12.0,91803,34.074736,-118.145959,0,1,0.0,1.0,10.14,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,21.05,21.05,0.0,0,10.14,31.19,0
