Total Charges,Total Revenue,Total Long Distance Charges,Avg Monthly Long Distance Charges,Zip Code,Latitude,Longitude,Contract,Monthly Charge,City,Number of Referrals,Tenure in Months,Premium Tech Support,Online Security,Online Backup,Internet Type,Number of Dependents,Device Protection Plan,Streaming Music,Avg Monthly GB Download,Churn Target
158.4,205.32,46.92,23.46,90230,33.993991,-118.39704,0.0,75.45,234.0,0,2,0.0,0.0,0.0,2.0,0,0.0,0.0,25.0,1
1024.0,1396.96,372.96,23.31,90814,33.771612,-118.143866,2.0,64.25,546.0,9,16,0.0,2.0,0.0,1.0,0,2.0,0.0,27.0,0
547.65,578.61,30.96,5.16,95476,38.25485,-122.461799,0.0,99.95,933.0,0,6,2.0,0.0,0.0,2.0,0,2.0,2.0,59.0,1
3588.4,4039.06,450.66,10.73,93287,35.710244,-118.881679,0.0,84.3,1092.0,1,42,2.0,0.0,0.0,2.0,0,2.0,0.0,22.0,1
8684.8,11195.44,2510.64,34.87,95519,40.965011,-124.015255,1.0,117.8,594.0,1,72,2.0,2.0,2.0,2.0,0,2.0,2.0,8.0,1
943.85,1409.65,445.8,37.15,92327,34.875144,-116.821698,1.0,79.2,238.0,3,12,2.0,2.0,0.0,1.0,0,2.0,2.0,13.0,0
70.8,101.4,30.6,30.6,92276,33.849263,-116.382778,0.0,70.8,993.0,0,1,0.0,0.0,0.0,2.0,0,0.0,2.0,27.0,1
20.2,62.35,42.15,42.15,91784,34.141146,-117.655583,0.0,20.2,1020.0,0,1,1.0,1.0,1.0,3.0,0,1.0,1.0,0.0,0
1620.2,2761.35,1141.15,39.35,90071,34.052917,-118.255178,1.0,55.25,552.0,0,29,0.0,0.0,2.0,1.0,0,0.0,0.0,69.0,0
1362.85,1362.85,0.0,0.0,95555,41.336354,-124.044354,1.0,54.55,705.0,0,26,2.0,2.0,0.0,0.0,0,0.0,2.0,82.0,0
160.85,213.11,52.26,17.42,94601,37.776523,-122.219268,0.0,50.15,688.0,0,3,0.0,2.0,0.0,1.0,0,0.0,0.0,59.0,0
8684.8,11195.44,2510.64,34.87,95519,40.965011,-124.015255,1.0,117.8,594.0,1,72,2.0,2.0,2.0,2.0,0,2.0,2.0,8.0,1
6674.65,8759.85,2085.2,32.08,91101,34.146635,-118.139225,1.0,100.75,732.0,6,65,0.0,2.0,0.0,2.0,0,0.0,0.0,8.0,0
5265.2,6922.64,1657.44,23.02,94511,38.050558,-121.646924,2.0,73.0,76.0,0,72,2.0,2.0,2.0,0.0,0,2.0,2.0,69.0,0
3741.85,4817.25,1075.4,28.3,91962,32.800671,-116.483363,1.0,101.15,754.0,9,38,0.0,0.0,2.0,2.0,1,0.0,0.0,27.0,0
1250.1,2767.86,1517.76,24.48,92258,33.906496,-116.569499,2.0,20.0,675.0,0,62,1.0,1.0,1.0,3.0,2,1.0,1.0,0.0,0
20.15,23.24,3.09,3.09,90004,34.076259,-118.310715,0.0,20.15,552.0,1,1,1.0,1.0,1.0,3.0,1,1.0,1.0,0.0,1
2555.9,2836.1,280.2,9.34,92586,33.707483,-117.200006,0.0,85.15,964.0,0,30,2.0,0.0,0.0,2.0,0,0.0,0.0,8.0,1
70.15,118.12,47.97,47.97,93426,35.842889,-121.004862,0.0,70.15,106.0,0,1,0.0,0.0,0.0,2.0,0,0.0,0.0,8.0,1
4039.0,5221.07,1182.07,27.49,95678,38.759751,-121.288545,0.0,92.55,833.0,3,43,0.0,0.0,0.0,2.0,3,2.0,2.0,53.0,0
3444.85,3674.85,230.0,4.6,95638,38.313447,-121.123886,0.0,71.05,414.0,1,50,0.0,0.0,0.0,0.0,0,0.0,0.0,24.0,1
1799.3,2051.42,252.12,11.46,95969,39.69676,-121.644379,0.0,83.05,728.0,0,22,0.0,0.0,0.0,2.0,0,0.0,2.0,16.0,0
1816.2,4100.98,2284.78,32.18,92027,33.141265,-116.967221,2.0,24.5,305.0,9,71,1.0,1.0,1.0,3.0,0,1.0,1.0,0.0,0
4528.0,6662.52,2134.52,49.64,92121,32.898613,-117.202937,0.0,101.4,852.0,0,43,0.0,0.0,2.0,2.0,0,0.0,2.0,27.0,1
5730.15,7605.03,1874.88,26.04,95991,39.02741,-121.614982,2.0,78.95,1099.0,10,72,2.0,0.0,2.0,0.0,0,0.0,2.0,6.0,0
71.55,88.82,17.27,17.27,93103,34.438581,-119.685368,0.0,71.55,882.0,0,1,0.0,0.0,0.0,2.0,0,0.0,0.0,10.0,1
7966.9,10343.62,2376.72,33.01,92655,33.744439,-117.98588,2.0,110.3,607.0,10,72,0.0,2.0,2.0,2.0,4,2.0,2.0,51.0,0
373.5,736.4,362.9,19.1,95595,40.170357,-123.417298,2.0,19.95,1102.0,0,19,1.0,1.0,1.0,3.0,0,1.0,1.0,0.0,0
6306.5,9172.3,2865.8,40.94,95345,37.581496,-119.972762,2.0,88.55,606.0,4,70,2.0,2.0,2.0,1.0,0,2.0,0.0,8.0,0
851.75,911.85,60.1,6.01,90240,33.956228,-118.120993,0.0,85.55,266.0,0,10,0.0,0.0,0.0,2.0,0,0.0,0.0,27.0,1
7875.0,9405.72,1530.72,21.26,95587,39.955587,-123.681175,2.0,108.95,751.0,0,72,2.0,2.0,2.0,2.0,0,0.0,2.0,53.0,0
79.35,92.48,13.13,13.13,90255,33.97803,-118.217141,0.0,79.35,435.0,0,1,0.0,0.0,0.0,2.0,3,0.0,0.0,57.0,1
2024.1,2749.29,725.19,31.53,95318,37.654551,-119.822984,0.0,90.0,291.0,3,23,0.0,2.0,2.0,2.0,0,0.0,0.0,20.0,0
6549.45,8888.01,2338.56,36.54,93429,34.866032,-120.536546,2.0,99.25,165.0,0,64,2.0,2.0,0.0,2.0,0,2.0,2.0,14.0,0
215.8,287.26,71.46,23.82,94509,37.980057,-121.801599,0.0,74.4,30.0,0,3,0.0,0.0,0.0,2.0,0,0.0,0.0,24.0,1
4335.2,5004.4,669.2,16.73,95626,38.734997,-121.463719,1.0,105.95,299.0,0,40,2.0,0.0,0.0,2.0,0,2.0,2.0,14.0,0
76.65,174.93,98.28,24.57,91723,34.084747,-117.886844,2.0,19.9,227.0,1,4,1.0,1.0,1.0,3.0,1,1.0,1.0,0.0,0
196.15,274.03,77.88,25.96,95623,38.63153,-120.842609,0.0,55.3,287.0,0,3,0.0,0.0,0.0,1.0,0,0.0,2.0,7.0,1
135.2,166.54,31.34,15.67,91006,34.137319,-118.029837,0.0,69.7,36.0,0,2,0.0,0.0,0.0,2.0,0,0.0,0.0,8.0,0
1013.05,2998.8,1985.75,42.25,93283,35.55647,-118.244914,1.0,20.55,1053.0,0,47,1.0,1.0,1.0,3.0,0,1.0,1.0,0.0,0
1625.0,2055.58,368.97,17.57,95412,38.731055,-123.316553,1.0,77.5,28.0,1,21,2.0,2.0,2.0,0.0,0,0.0,0.0,14.0,1
2628.6,4195.0,1566.4,48.95,95835,38.685069,-121.543709,0.0,85.95,838.0,0,32,0.0,0.0,0.0,2.0,0,0.0,0.0,9.0,1
2362.1,3234.1,872.0,34.88,95365,37.329725,-120.306399,0.0,94.7,766.0,0,25,0.0,0.0,0.0,2.0,0,0.0,2.0,8.0,1
5116.6,5313.4,156.8,2.8,94508,38.542448,-122.419923,0.0,90.55,27.0,1,56,2.0,0.0,2.0,2.0,0,2.0,0.0,20.0,0
862.4,2063.92,1201.52,26.12,92612,33.643095,-117.810896,2.0,19.95,449.0,9,46,1.0,1.0,1.0,3.0,2,1.0,1.0,0.0,0
6143.15,7373.82,1127.46,16.34,95587,39.955587,-123.681175,0.0,89.95,751.0,1,69,0.0,0.0,2.0,2.0,0,0.0,0.0,4.0,1
3548.3,5500.54,1952.24,42.44,90040,33.994524,-118.149953,0.0,74.8,552.0,0,46,0.0,0.0,0.0,2.0,0,2.0,0.0,69.0,0
59.85,81.9,22.05,22.05,90250,33.914775,-118.348083,0.0,59.85,407.0,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,28.0,1
4676.7,5442.15,765.45,12.15,90601,34.007353,-118.033683,2.0,75.7,1069.0,3,63,2.0,2.0,0.0,1.0,0,2.0,2.0,21.0,0
1917.1,2347.2,430.1,18.7,92249,32.730583,-115.501083,0.0,81.0,410.0,0,23,0.0,0.0,0.0,2.0,0,2.0,0.0,24.0,1
2806.9,2961.95,196.23,6.33,94587,37.59485,-122.051521,0.0,89.9,1019.0,0,31,0.0,0.0,0.0,2.0,0,2.0,2.0,11.0,1
1105.4,1408.67,303.27,27.57,90042,34.11572,-118.192754,0.0,97.85,552.0,0,11,0.0,0.0,0.0,0.0,2,2.0,2.0,18.0,1
69.75,97.72,27.97,27.97,92305,34.1678,-116.86433,0.0,70.5,26.0,0,1,0.0,0.0,0.0,2.0,0,0.0,0.0,18.0,1
2448.75,2580.5,131.75,5.27,95968,39.435756,-121.552071,0.0,95.9,719.0,0,25,0.0,0.0,2.0,2.0,0,0.0,2.0,4.0,1
20.9,36.41,15.51,15.51,91316,34.150354,-118.518292,0.0,20.9,303.0,0,1,1.0,1.0,1.0,3.0,0,1.0,1.0,0.0,1
69.55,118.98,49.43,49.43,93638,37.004068,-119.930027,0.0,69.55,570.0,0,1,0.0,0.0,0.0,2.0,0,0.0,2.0,48.0,1
3626.1,5020.5,1394.4,39.84,96052,40.704293,-122.803899,1.0,102.35,525.0,0,35,0.0,0.0,2.0,2.0,0,2.0,2.0,48.0,1
470.6,470.6,0.0,0.0,94306,37.416159,-122.131337,1.0,41.6,723.0,0,11,0.0,0.0,0.0,1.0,0,2.0,0.0,5.0,1
25.8,45.8,0.0,0.0,95959,39.333737,-120.858667,0.0,25.8,655.0,0,1,0.0,0.0,0.0,1.0,0,0.0,0.0,26.0,1
19.25,44.35,25.1,25.1,95485,39.220368,-122.907693,0.0,19.25,1021.0,9,1,1.0,1.0,1.0,3.0,5,1.0,1.0,0.0,0
2894.55,3458.71,564.16,13.76,93726,36.793601,-119.761131,1.0,70.2,349.0,0,41,0.0,2.0,2.0,0.0,1,2.0,0.0,11.0,0
69.65,76.88,7.23,7.23,91351,34.422519,-118.420717,0.0,69.65,149.0,0,1,0.0,0.0,0.0,2.0,0,0.0,0.0,2.0,1
2737.05,2977.85,240.8,5.6,92201,33.713891,-116.237257,0.0,63.95,445.0,0,43,0.0,2.0,2.0,0.0,1,0.0,2.0,30.0,0
69.65,100.78,31.13,31.13,93662,36.545322,-119.642281,0.0,69.65,905.0,0,1,0.0,0.0,0.0,2.0,0,0.0,0.0,5.0,1
1422.1,1846.9,284.8,17.8,95231,37.873283,-121.292034,0.0,88.45,347.0,0,16,0.0,0.0,0.0,2.0,0,2.0,2.0,5.0,1
2649.15,3823.36,1174.21,40.49,95246,38.264262,-120.515133,0.0,94.65,645.0,1,29,0.0,2.0,0.0,2.0,0,0.0,2.0,15.0,1
620.75,2108.63,1487.88,41.33,94941,37.901371,-122.572024,1.0,19.55,610.0,0,36,1.0,1.0,1.0,3.0,0,1.0,1.0,0.0,0
5941.05,6949.65,1008.6,16.81,95827,38.549185,-121.328386,2.0,99.65,838.0,0,60,0.0,0.0,2.0,2.0,0,2.0,2.0,21.0,0
1531.4,1950.84,419.44,29.96,93621,36.789213,-119.140338,0.0,104.85,274.0,0,14,0.0,0.0,2.0,2.0,0,2.0,0.0,7.0,1
4166.35,4534.0,367.65,6.45,96137,40.271535,-121.018087,2.0,74.3,1065.0,0,57,2.0,2.0,2.0,1.0,0,2.0,0.0,3.0,0
931.55,1415.4,532.87,40.99,92274,33.53604,-116.119222,0.0,73.35,990.0,0,13,2.0,0.0,2.0,1.0,0,0.0,2.0,21.0,0
664.4,963.16,298.76,21.34,95960,39.423046,-120.984472,0.0,48.8,676.0,4,14,2.0,0.0,0.0,1.0,0,0.0,0.0,24.0,0
161.5,256.44,94.94,47.47,93215,35.772244,-119.209689,0.0,89.5,250.0,0,2,0.0,0.0,2.0,2.0,0,0.0,2.0,19.0,1
1363.45,3492.79,2129.34,30.86,91011,34.234912,-118.153729,2.0,19.9,482.0,3,69,1.0,1.0,1.0,3.0,0,1.0,1.0,0.0,0
535.35,1265.87,730.52,26.09,90021,34.029043,-118.239504,0.0,20.25,552.0,0,28,1.0,1.0,1.0,3.0,3,1.0,1.0,0.0,0
321.65,504.93,173.28,43.32,93202,36.315979,-119.710852,0.0,85.65,38.0,0,4,0.0,0.0,0.0,2.0,0,0.0,0.0,20.0,1
1794.8,1794.8,0.0,0.0,95634,38.9386,-120.785514,1.0,40.3,360.0,7,47,2.0,2.0,0.0,1.0,1,2.0,0.0,47.0,0
2983.8,3335.7,351.9,11.73,92676,33.782346,-117.635263,0.0,100.2,920.0,0,30,0.0,0.0,2.0,2.0,0,0.0,2.0,82.0,1
5625.55,5751.52,125.97,2.21,93637,36.902954,-120.194274,2.0,93.75,570.0,0,57,2.0,2.0,0.0,2.0,0,0.0,2.0,11.0,0
113.35,124.01,10.66,5.33,95222,38.071327,-120.632221,0.0,55.1,25.0,0,2,0.0,2.0,0.0,0.0,0,2.0,0.0,52.0,1
1712.9,2501.54,788.64,32.86,95914,39.396585,-121.38029,1.0,74.4,59.0,10,24,2.0,2.0,0.0,0.0,0,0.0,2.0,30.0,0
90.55,97.7,7.15,7.15,90804,33.783047,-118.1486,0.0,90.55,546.0,0,1,0.0,0.0,0.0,2.0,0,0.0,2.0,48.0,1
560.85,679.97,119.12,14.89,95303,37.4695,-120.672724,0.0,69.7,58.0,0,8,0.0,0.0,0.0,2.0,0,0.0,0.0,20.0,1
163.6,288.88,125.28,15.66,95556,41.269521,-123.546958,0.0,20.05,708.0,0,8,1.0,1.0,1.0,3.0,2,1.0,1.0,0.0,0
2791.5,3271.65,480.15,10.67,94015,37.680844,-122.48131,1.0,62.7,239.0,0,45,0.0,2.0,0.0,1.0,0,2.0,0.0,17.0,1
75.3,79.43,4.13,4.13,92806,33.83796,-117.870494,0.0,75.3,23.0,0,1,0.0,2.0,0.0,2.0,0,0.0,0.0,51.0,1
102.75,187.85,85.1,42.55,95925,39.461768,-121.195825,0.0,55.05,180.0,0,2,2.0,0.0,2.0,1.0,0,0.0,0.0,30.0,1
2550.9,2580.9,0.0,0.0,92592,33.507255,-117.029473,0.0,49.15,984.0,0,52,0.0,0.0,2.0,1.0,0,0.0,2.0,18.0,1
191.35,298.27,106.92,35.64,92028,33.362575,-117.299644,0.0,69.35,315.0,0,3,2.0,0.0,0.0,0.0,0,0.0,2.0,6.0,1
2237.55,2508.15,270.6,6.6,95374,37.316807,-120.855753,0.0,55.7,951.0,0,41,0.0,0.0,0.0,0.0,0,2.0,0.0,3.0,0
4839.15,4951.86,112.71,2.21,90804,33.783047,-118.1486,1.0,93.65,546.0,7,51,0.0,2.0,0.0,2.0,0,2.0,0.0,10.0,0
4039.3,4038.29,0.0,0.0,93249,35.637715,-119.893068,2.0,57.8,558.0,9,70,2.0,0.0,2.0,0.0,0,2.0,2.0,85.0,0
1597.25,2111.87,514.62,28.59,92126,32.886925,-117.152162,0.0,90.7,852.0,0,18,0.0,0.0,0.0,2.0,0,2.0,2.0,26.0,1
76.35,126.07,49.72,12.43,95550,40.7666,-123.80458,0.0,20.35,480.0,0,4,1.0,1.0,1.0,3.0,0,1.0,1.0,0.0,1
3772.65,5753.13,1980.48,41.26,94114,37.758085,-122.434801,1.0,75.15,855.0,0,48,0.0,0.0,2.0,2.0,0,0.0,0.0,23.0,0
5376.4,6892.2,1515.8,29.15,92282,33.972293,-116.654195,1.0,105.1,1067.0,4,52,0.0,0.0,2.0,2.0,0,2.0,2.0,9.0,0
71.0,99.64,28.64,28.64,92027,33.141265,-116.967221,0.0,71.0,305.0,0,1,0.0,0.0,0.0,2.0,0,0.0,0.0,5.0,1
2108.35,2108.35,0.0,0.0,92065,33.044541,-116.833922,0.0,45.55,792.0,0,48,0.0,0.0,2.0,1.0,2,2.0,2.0,48.0,0
1422.1,1846.9,284.8,17.8,95231,37.873283,-121.292034,0.0,88.45,347.0,0,16,0.0,0.0,0.0,2.0,0,2.0,2.0,5.0,1
24.45,24.45,0.0,0.0,92337,34.049671,-117.468896,0.0,24.45,329.0,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,1
578.5,856.6,278.1,9.27,90743,33.728273,-118.085304,2.0,19.4,970.0,0,30,1.0,1.0,1.0,3.0,0,1.0,1.0,0.0,0
25.7,25.7,0.0,0.0,95439,38.493888,-122.777141,0.0,25.7,352.0,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,9.0,1
293.65,391.93,98.28,32.76,94941,37.901371,-122.572024,0.0,98.7,610.0,0,3,2.0,0.0,0.0,2.0,0,2.0,2.0,73.0,1
134.35,188.89,54.54,27.27,93528,35.363339,-117.637641,0.0,65.7,458.0,1,2,0.0,0.0,0.0,1.0,2,0.0,2.0,51.0,1
1639.3,1867.36,228.06,12.67,95608,38.626128,-121.328011,0.0,88.35,160.0,0,18,2.0,0.0,0.0,2.0,0,0.0,0.0,23.0,1
293.85,318.57,24.72,6.18,95348,37.40122,-120.514191,0.0,70.65,602.0,0,4,0.0,0.0,0.0,2.0,0,0.0,0.0,12.0,0
198.0,198.0,0.0,0.0,92109,32.787836,-117.232376,0.0,45.7,852.0,0,5,0.0,0.0,0.0,1.0,0,0.0,0.0,15.0,1
2723.75,3706.87,853.12,26.66,94526,37.815459,-121.977203,0.0,86.1,241.0,7,32,0.0,0.0,2.0,2.0,3,0.0,0.0,57.0,0
20.2,63.72,43.52,43.52,90290,34.115192,-118.61017,0.0,20.2,997.0,0,1,1.0,1.0,1.0,3.0,0,1.0,1.0,0.0,1
3184.25,3184.25,0.0,0.0,91737,34.245289,-117.642503,1.0,60.45,795.0,1,53,2.0,0.0,2.0,1.0,0,2.0,2.0,13.0,1
1267.2,1267.2,0.0,0.0,94566,37.633361,-121.862395,0.0,34.85,771.0,0,36,2.0,0.0,2.0,0.0,0,0.0,0.0,2.0,0
71.0,89.84,18.84,18.84,93921,36.554618,-121.922239,0.0,71.0,158.0,1,1,0.0,0.0,0.0,2.0,0,0.0,0.0,19.0,1
2896.4,4524.08,1627.68,33.91,95405,38.439696,-122.668817,1.0,60.35,891.0,0,48,2.0,2.0,0.0,1.0,0,2.0,0.0,13.0,1
70.35,94.77,14.42,14.42,95307,37.553469,-120.952825,0.0,70.35,178.0,0,1,0.0,0.0,0.0,2.0,0,0.0,0.0,27.0,0
7987.6,11221.6,3234.0,46.2,94565,38.006047,-121.916834,2.0,113.0,762.0,8,70,2.0,2.0,2.0,2.0,0,2.0,0.0,14.0,0
1236.15,1963.17,727.02,34.62,95310,38.085839,-120.37855,0.0,60.05,208.0,0,21,0.0,0.0,0.0,1.0,0,2.0,0.0,14.0,1
4627.65,4769.69,142.04,2.12,92075,33.001813,-117.263628,2.0,67.85,927.0,5,67,2.0,2.0,0.0,0.0,0,2.0,2.0,58.0,0
45.8,77.91,22.11,22.11,92121,32.898613,-117.202937,0.0,70.5,852.0,0,1,0.0,0.0,0.0,1.0,0,0.0,0.0,18.0,1
970.45,1351.16,399.33,44.37,92701,33.748478,-117.858918,0.0,103.1,881.0,10,9,2.0,0.0,0.0,2.0,3,2.0,2.0,57.0,0
6851.65,8302.09,1450.44,21.33,93591,34.598221,-117.79593,0.0,100.2,722.0,1,68,0.0,0.0,2.0,0.0,0,0.0,2.0,24.0,1
79.2,99.26,20.06,20.06,95630,38.672638,-121.147403,0.0,70.5,328.0,0,1,0.0,0.0,0.0,2.0,0,0.0,0.0,24.0,1
987.95,1233.91,245.96,22.36,95417,39.710591,-123.682799,0.0,90.15,107.0,0,11,2.0,0.0,0.0,0.0,0,0.0,0.0,3.0,1
4973.4,5145.93,172.53,2.43,92691,33.611945,-117.665867,2.0,70.85,619.0,3,71,2.0,2.0,0.0,0.0,0,2.0,2.0,58.0,0
1132.75,1590.67,337.92,28.16,95722,39.003358,-121.022539,0.0,99.95,596.0,0,12,2.0,0.0,0.0,2.0,0,0.0,2.0,42.0,1
2483.05,2549.61,66.56,2.08,91360,34.214054,-118.88109,0.0,80.3,992.0,1,32,0.0,0.0,0.0,2.0,0,0.0,2.0,25.0,1
865.1,1278.75,456.9,45.69,93225,34.827662,-118.999073,0.0,95.1,344.0,0,10,2.0,0.0,0.0,2.0,0,0.0,2.0,11.0,0
219.0,219.0,0.0,0.0,95635,38.921333,-120.897718,0.0,43.25,385.0,0,5,2.0,2.0,2.0,0.0,0,2.0,0.0,59.0,1
85.45,108.42,22.97,22.97,93675,36.719141,-119.202677,0.0,85.45,946.0,0,1,0.0,0.0,0.0,2.0,0,2.0,0.0,23.0,1
655.3,1027.94,411.25,11.75,93222,34.907911,-119.234281,2.0,20.1,344.0,7,35,1.0,1.0,1.0,3.0,3,1.0,1.0,0.0,0
3157.0,5186.35,1989.35,36.17,92339,34.067699,-116.903891,1.0,59.45,332.0,5,55,0.0,2.0,0.0,1.0,0,0.0,2.0,69.0,0
228.0,276.87,48.87,16.29,90502,33.833181,-118.292062,0.0,74.1,999.0,1,3,0.0,0.0,0.0,2.0,0,0.0,0.0,24.0,1
3571.6,3984.88,413.28,9.84,96142,39.061227,-120.179546,2.0,84.35,978.0,4,42,2.0,2.0,0.0,1.0,0,2.0,2.0,52.0,0
19.75,49.08,29.33,29.33,93535,34.712708,-117.889656,0.0,19.75,511.0,0,1,1.0,1.0,1.0,3.0,0,1.0,1.0,0.0,1
94.45,359.23,264.78,44.13,95834,38.646209,-121.52446,1.0,19.7,838.0,5,6,1.0,1.0,1.0,3.0,3,1.0,1.0,0.0,0
305.1,305.1,0.0,0.0,90011,34.00709,-118.258681,0.0,47.95,552.0,0,6,0.0,0.0,0.0,1.0,0,2.0,2.0,71.0,1
7789.6,8642.8,853.2,11.85,92592,33.507255,-117.029473,1.0,109.15,984.0,2,72,2.0,0.0,2.0,2.0,0,2.0,2.0,82.0,0
369.25,417.06,47.81,6.83,94903,38.018065,-122.546024,1.0,59.1,876.0,0,7,0.0,2.0,0.0,1.0,0,0.0,2.0,17.0,0
6937.95,9660.15,2722.2,41.88,91301,34.129058,-118.759788,2.0,108.65,4.0,0,65,2.0,2.0,0.0,2.0,0,2.0,2.0,7.0,1
2718.3,3596.86,878.56,25.84,91411,34.17847,-118.459472,0.0,79.6,1031.0,1,34,0.0,0.0,2.0,2.0,0,0.0,0.0,15.0,1
6873.75,7055.34,121.59,1.93,96011,41.096569,-121.879082,1.0,107.5,82.0,1,63,0.0,0.0,2.0,2.0,0,2.0,2.0,21.0,1
179.25,222.39,43.14,21.57,92606,33.703976,-117.824172,0.0,88.55,449.0,0,2,0.0,0.0,0.0,2.0,0,2.0,2.0,28.0,1
2406.1,4097.95,1631.85,49.45,92324,34.030915,-117.273201,0.0,70.4,207.0,0,33,0.0,0.0,0.0,2.0,0,0.0,0.0,19.0,0
79.35,92.48,13.13,13.13,90255,33.97803,-118.217141,0.0,79.35,435.0,0,1,0.0,0.0,0.0,2.0,3,0.0,0.0,57.0,1
685.55,1060.05,374.5,37.45,95122,37.32886,-121.834567,1.0,64.9,861.0,0,10,2.0,0.0,2.0,1.0,0,0.0,2.0,5.0,0
98.5,111.44,12.94,6.47,95828,38.486938,-121.395805,0.0,45.15,838.0,0,2,0.0,0.0,0.0,1.0,0,0.0,0.0,21.0,1
4707.85,5106.64,398.79,6.33,90048,34.072945,-118.37267,2.0,75.55,552.0,7,63,2.0,2.0,2.0,0.0,0,2.0,0.0,30.0,0
493.95,1129.39,635.44,24.44,95494,38.888351,-123.239647,0.0,20.25,1096.0,4,26,1.0,1.0,1.0,3.0,1,1.0,1.0,0.0,0
1680.25,2848.06,1167.81,17.43,95585,39.873371,-123.741474,2.0,24.9,521.0,4,67,1.0,1.0,1.0,3.0,1,1.0,1.0,0.0,0
346.45,319.21,0.0,0.0,92305,34.1678,-116.86433,0.0,29.6,26.0,1,11,0.0,2.0,0.0,1.0,2,0.0,0.0,17.0,0
1058.6,1343.04,284.44,21.88,95831,38.494832,-121.529447,0.0,84.45,838.0,0,13,0.0,0.0,2.0,2.0,0,2.0,0.0,4.0,1
330.05,498.29,168.24,42.06,95619,38.683605,-120.811852,0.0,78.45,257.0,0,4,0.0,0.0,2.0,2.0,0,0.0,2.0,58.0,1
50.35,50.35,0.0,0.0,91340,34.286131,-118.435969,0.0,50.35,854.0,1,1,0.0,0.0,0.0,1.0,0,2.0,2.0,20.0,1
84.85,120.92,36.07,36.07,94568,37.713926,-121.928425,0.0,84.85,270.0,0,1,0.0,0.0,0.0,2.0,0,2.0,2.0,41.0,1
45.85,90.6,44.75,44.75,96014,41.388397,-122.794636,0.0,45.85,136.0,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,12.0,1
3756.45,4785.13,913.15,26.09,95920,39.449794,-121.936372,0.0,106.9,124.0,1,35,2.0,2.0,0.0,2.0,3,2.0,2.0,56.0,0
1274.45,2050.05,675.6,33.78,95493,39.222323,-122.985488,1.0,64.15,1085.0,3,20,2.0,2.0,0.0,1.0,0,0.0,2.0,18.0,0
1152.8,1715.88,563.08,40.22,90808,33.823943,-118.111335,0.0,80.9,546.0,7,14,0.0,0.0,0.0,2.0,1,0.0,2.0,19.0,0
1258.6,1667.12,408.52,29.18,92028,33.362575,-117.299644,0.0,87.25,315.0,1,14,0.0,0.0,0.0,2.0,0,2.0,2.0,19.0,1
510.8,690.05,179.25,7.17,95245,38.304194,-120.592431,1.0,19.9,622.0,0,25,1.0,1.0,1.0,3.0,0,1.0,1.0,0.0,0
1742.95,1946.35,203.4,11.3,95428,39.83307,-123.178765,0.0,99.4,226.0,1,18,0.0,2.0,0.0,2.0,0,0.0,2.0,16.0,1
1270.2,1670.65,300.45,20.03,95595,40.170357,-123.417298,0.0,86.2,1102.0,0,15,0.0,2.0,0.0,2.0,0,0.0,2.0,59.0,1
1098.85,1098.85,0.0,0.0,94705,37.858898,-122.240512,0.0,50.35,74.0,0,22,0.0,0.0,2.0,0.0,0,0.0,2.0,22.0,0
810.7,810.7,0.0,0.0,92003,33.290907,-117.202895,0.0,48.35,100.0,1,18,0.0,0.0,0.0,1.0,0,2.0,2.0,12.0,1
330.15,415.55,85.4,17.08,96007,40.448632,-122.306657,0.0,69.95,24.0,1,5,0.0,0.0,0.0,2.0,0,0.0,0.0,10.0,1
608.0,773.33,165.33,15.03,92109,32.787836,-117.232376,0.0,53.75,852.0,0,11,0.0,0.0,0.0,1.0,0,2.0,0.0,13.0,1
2627.35,3252.79,625.44,13.03,93212,36.04533,-119.532424,2.0,55.5,215.0,0,48,0.0,2.0,2.0,1.0,0,0.0,0.0,5.0,0
2602.9,3657.38,1054.48,37.66,95448,38.618347,-122.908422,0.0,92.35,409.0,1,28,0.0,2.0,0.0,2.0,0,0.0,2.0,20.0,1
19.1,63.32,44.22,44.22,92139,32.677716,-117.047666,0.0,19.1,852.0,0,1,1.0,1.0,1.0,3.0,0,1.0,1.0,0.0,0
141.1,471.43,330.33,47.19,96046,40.648024,-123.465088,0.0,20.75,437.0,0,7,1.0,1.0,1.0,3.0,0,1.0,1.0,0.0,0
655.5,772.54,143.64,20.52,90804,33.783047,-118.1486,0.0,95.0,546.0,0,7,0.0,0.0,0.0,0.0,4,0.0,2.0,28.0,1
21.05,31.19,10.14,10.14,91803,34.074736,-118.145959,0.0,21.05,12.0,0,1,1.0,1.0,1.0,3.0,1,1.0,1.0,0.0,0
19.4,22.54,3.14,3.14,94005,37.684694,-122.40712,0.0,70.5,113.0,0,1,1.0,1.0,1.0,3.0,0,1.0,1.0,0.0,1
75.3,114.74,39.44,39.44,92386,34.243088,-116.830015,0.0,75.3,960.0,0,1,0.0,0.0,0.0,2.0,0,0.0,0.0,18.0,1
1096.25,1587.23,490.98,35.07,90304,33.936827,-118.359824,0.0,74.3,446.0,0,14,0.0,0.0,0.0,2.0,0,0.0,0.0,10.0,1
